SourceID,ProductID,AvgRating,ReviewCount,SatisfiedCount,CurrentPrice
S01,P0078,0.0,0,6128,30990000
S01,P0079,0.0,0,2498,21890000
S01,P0080,0.0,0,10940,32990000
S01,P0081,0.0,0,4060,28990000
S01,P0082,0.0,0,1535,18990000
S01,P0083,0.0,0,2451,33990000
S01,P0084,0.0,0,476,64990000
S01,P0085,0.0,0,6155,35990000
S01,P0086,0.0,0,3045,55890000
S01,P0087,0.0,0,7513,27290000
S01,P0088,0.0,0,4187,22090000
S01,P0089,0.0,0,2855,19990000
S01,P0090,0.0,0,1892,21890000
S01,P0091,0.0,0,1721,25990000
S01,P0092,0.0,0,9480,72490000
S01,P0093,0.0,0,4560,24999000
S01,P0094,0.0,0,15388,23990000
S01,P0095,0.0,0,19597,42790000
S01,P0096,0.0,0,6987,14490000
S01,P0097,0.0,0,2173,27530000
S01,P0098,0.0,1,113637,11990000
S01,P0099,0.0,0,823,35990000
S01,P0100,0.0,0,931,67990000
S01,P0101,0.0,0,20815,48990000
S01,P0102,0.0,0,6287,63990000
S01,P0103,0.0,0,9441,41290000
S01,P0104,0.0,0,1293,42990000
S01,P0105,0.0,0,3083,27430000
S01,P0106,0.0,0,572,13290000
S01,P0107,0.0,0,3407,25890000
S01,P0108,0.0,0,554,46590000
S01,P0109,0.0,0,9458,19490000
S01,P0110,0.0,1,14112,25990000
S01,P0111,0.0,0,4819,41030000
S01,P0112,0.0,0,21074,25590000
S01,P0113,0.0,0,8860,50990000
S01,P0114,0.0,0,12045,22490000
S01,P0115,0.0,0,4270,134990000
S01,P0116,0.0,0,1149,38290000
S01,P0117,0.0,0,5694,31990000
S01,P0118,0.0,0,1487,18690000
S01,P0119,0.0,0,385,47990000
S01,P0120,0.0,0,20204,18690000
S01,P0121,0.0,0,1085,22990000
S01,P0122,0.0,0,15955,29190000
S01,P0123,0.0,0,5373,40999000
S01,P0124,0.0,1,8124,55490000
S01,P0125,0.0,0,21842,21690000
S01,P0126,0.0,0,243,21990000
S01,P0127,0.0,0,5360,38990000
S01,P0128,0.0,0,5120,15990000
S01,P0129,0.0,0,11873,14990000
S01,P0130,0.0,0,2397,38990000
S01,P0131,0.0,0,42027,19990000
S01,P0132,0.0,0,1662,36590000
S01,P0133,0.0,0,11345,17990000
