ProductID,ProductName,Brand,Category,CPUBrand,CPUFamily,GPUType,GPUModel,RamCapacity,RamType,StorageCapacity,StorageType,DisplaySize,DisplayResolution,DisplayRefreshRate,OSFamily,DesignWeight,IsAiLaptop,IsAvailable
P0867,MacBook Air M5 13 inch 2026 10CPU 10GPU 24GB 1TB,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,True,True
P0868,Laptop Asus VivoBook 14X OLED S3405VA-KM072W,Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.4,False,True
P0869,Laptop Lenovo ThinkBook 16 G8 IRL 21SH0094VA,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P0870,Laptop Gaming Acer Nitro V ANV15-51-55CA,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,False,True
P0871,Laptop Lenovo ThinkBook 14 G8 IRL 21SG007SVN,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.36,False,True
P0872,Laptop Acer Gaming Nitro ProPanel ANV16S-61-R0B8,Acer,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,True,True
P0873,Laptop Lenovo IdeadPad Slim 3 14IRH10 83K00007VN,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P0874,Laptop Lenovo IdeaPad Slim 3 15Q8X10 83N3002PVN,Lenovo,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.62,True,True
P0875,Laptop ASUS Vivobook Go 15 E1504GA-BQ1141W,Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,256.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P0876,Laptop Lenovo V14,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P0877,Laptop ASUS Zenbook 14 Oled 3405MA-PP151W,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0878,Laptop HP Omnibook 7 Aero 13-BG1087AU BZ7S1PA,HP,Creator,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,,True,True
P0879,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN,Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P0880,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00FWVN,Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P0881,Laptop Lenovo LOQ 15ARP9 83JC00HXVN,Lenovo,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,False,True
P0882,Laptop Dell 15 DC15250 H02DF,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,24.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0883,Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3002SVN,Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,Windows,1.62,False,True
P0884,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,True,True
P0885,MacBook Pro 14 M4 10CPU 10GPU 24GB 1TB,Apple,Creator,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0886,Laptop MSI Vector A16 HX A8WHG-010VN,MSI,Office,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,Other,Windows,,False,True
P0887,Laptop ASUS Vivobook S 15 S5507QA-MA092WS Copilot+ X Plus,Asus,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,Windows,1.7,True,True
P0888,Laptop MSI Katana 15 HX B14WEK-295VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,False,True
P0889,MacBook Pro 2020 13 inch Touch Bar M1 512GB,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,8.0,Unified,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,,True,True
P0890,Laptop ASUS Vivobook S14 OLED S5406SA-PP059WS,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.4,True,True
P0891,Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN,Lenovo,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0892,Laptop MSI Prestige 13 AI Evo A1MG-240VN,MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.99,True,True
P0893,Laptop ASUS TUF Gaming F16 FX607VJB-RL151W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,False,True
P0894,MacBook Pro 14 M5 10CPU 10GPU 32GB 1TB Nano Sạc 96W,Apple,Creator,Intel,Apple M-Series,Integrated,Intel Arc / Integrated,32.0,Unified,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0895,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,MacOS,1.51,True,True
P0896,MacBook Pro 14 M5 10CPU 10GPU 16GB 1TB,Apple,Creator,Intel,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0897,Laptop Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 21NS010CVN,Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.34,True,True
P0898,MacBook Air M5 15 inch 2026 10CPU 10GPU 16GB 512B,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,MacOS,1.51,True,True
P0899,Laptop MSI Prestige 13 AI+ Evo A2VMG-062VN,MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.99,True,True
P0900,Laptop MSI Gaming Thin 15 B13UC-1411VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,8.0,DDR4 / LPDDR4,512.0,Other,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,False,True
P0901,MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB Sạc 96W,Apple,Creator,Intel,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0902,Laptop HP OmniBook 7 14-FR0024TU C1MN0PA,HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,,True,True
P0903,Laptop MSI Cyborg 15 B13WFKG-658VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.98,False,True
P0904,Laptop ASUS TUF Gaming F16 FX608JMR-RV048W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,False,True
P0905,Laptop HP Omnibook X Flip 14-FM0088TU BZ7Q2PA,HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,,True,True
P0906,Laptop Lenovo V15 G5 IRL 83HF00BYVN,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0907,Laptop HP 15-FD0083TU 8D736PA,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0908,Laptop ASUS Gaming VivoBook K3605ZF-RP634W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.8,False,True
P0909,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005UVN,Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,48.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P0910,Laptop ASUS TUF Gaming F16 FX608JPR-RV044W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,False,True
P0911,Laptop ASUS VivoBook 14 X1404VA-NK125W,Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,32.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.4,False,True
P0912,Laptop MSI Katana 15 B13VEK-2256VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,False,True
P0913,Laptop Lenovo IdeaPad Slim 5 14Q8X9 83HL000KVN,Lenovo,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0914,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 256GB Sạc 70W,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,256.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,MacOS,1.51,True,True
P0915,Laptop Dell 14 DC14250 DC4C5386W,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P0916,Laptop Dell 15 DC15250 DC5I7952W1,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0917,Laptop Lenovo Legion 5 15AHP10 83M00030VN,Lenovo,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,24.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.9,True,True
P0918,MacBook Pro M5 Pro 14 inch 2026 15CPU 16GPU 24GB 1TB,Apple,Creator,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0919,MacBook Pro M5 Pro 14 inch 2026 15CPU 16GPU 24GB 2TB,Apple,Creator,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,2048.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0920,Laptop HP 250R G10 C3SH6AT,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0921,Laptop MSI Katana 15 B13UDXK-2437VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,False,True
P0922,Laptop ASUS VivoBook 14 M1407GA-LY270W,Asus,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P0923,Laptop HP 250 G10 B1RY5PT,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0924,Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P0925,MacBook Pro M5 Pro 14 inch 2026 18CPU 20GPU 24GB 2TB,Apple,Creator,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,24.0,Unified,2048.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,True,True
P0926,Laptop ASUS TUF Gaming F15 FX507ZC4-HN095W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.3,False,True
P0927,Laptop HP 15-FD0305TU A2NL6PA,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,256.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0928,Laptop MSI Katana 15 B13UDXK-2270VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,False,True
P0929,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005VVN,Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P0930,Laptop Gigabyte AERO X16 EG61H-X161VH93VNC94DH,Gigabyte,Creator,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,Other,Windows,,False,True
P0931,Laptop MSI Prestige 14 AI+ EVO C2VMG-020VN,MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.7,True,True
P0932,Laptop Acer Gaming Aspire 7 A715-59G-57TU,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.99,False,True
P0933,Laptop ASUS ROG Strix G18 G815LP-S9102W,Asus,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"17.3"" - 18.0""",2K - 3K,240+,Windows,3.2,True,True
P0934,Laptop Lenovo Legion 5 15IRX10 83LY00HRVN,Lenovo,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.9,False,True
P0935,Laptop Dell Vostro 3530 2H1TPI7,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P0936,Laptop Dell 14 DC14255 71083617,Dell,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,True,True
P0937,Laptop ASUS Zenbook 14 UX3405CA-PZ188WS,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0938,Laptop Dell Inspiron 14 5440 N5440-C7U165W11IBD2,Dell,Office,Intel,Intel Core,Dedicated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.56,False,True
P0939,Laptop ASUS Vivobook 14 X1404ZA-NK389W,Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P0940,Laptop MSI Katana 15 B13UDXK-2269VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,False,True
P0941,Laptop HP 250 G9 AG2K7AT,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0942,Laptop Gigabyte Gaming A16 GA6H-CWHI3VNC94SH,Gigabyte,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,Other,Windows,,False,True
P0943,Laptop ASUS ZenBook 14 UM3406GA-QD073WS,Asus,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,120 - 165,Windows,1.2,True,True
P0944,Laptop Gigabyte Gaming A16 GA6H-CTHH3VN893SH,Gigabyte,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,False,True
P0945,Laptop Lenovo ThinkPad E14 Gen 7 21SX002YVN,Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.34,True,True
P0946,Laptop ASUS Vivobook S14 S3407VA-LY146W,Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P0947,Laptop ASUS Vivobook S 16 S5606CA-RI114WS,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,Windows,1.7,True,True
P0948,Laptop Acer Swift 14 AI SF14-51-75VP,Acer,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.2,True,True
P0949,Laptop MSI Katana 15 HX B14WFK-267VN,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,False,True
P0950,Laptop Lenovo LOQ 15IAX9E 83LK0036VN,Lenovo,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,False,True
P0951,Laptop ASUS Zenbook S 16 UM5606KA-RK127WS,Asus,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,24.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.5,True,True
P0952,Laptop Lenovo LOQ 15ARP10E 83S0006QVN,Lenovo,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,False,True
P0953,Laptop ASUS TUF Gaming F16 FX607VU-RL045W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,False,True
P0954,Laptop Acer Gaming Nitro ProPanel ANV15-52-72BM,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,False,True
P0955,Laptop ASUS Vivobook S14 S3407CA-LY095WS,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P0956,Surface Pro 7,Other,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",Other,Other,Windows,,False,True
P0957,Laptop ASUS ROG Strix G16 G615JMR-S5155W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.65,False,True
P0958,Laptop HP Gaming OMEN 16-AM0129TX BX9D1PA,HP,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.43,True,True
P0959,Laptop ASUS Vivobook Go 14 E1404FA-EB482W,Asus,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P0960,Laptop Gigabyte Gaming A16 GA6H-CTHI3VN893SH,Gigabyte,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,False,True
P0961,Laptop ASUS Gaming V16 V3607VU-RP343W,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,False,True
P0962,Laptop ASUS ZenBook 14 UX3405CA-ST629W,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0963,Laptop ASUS ROG Strix G18 G815LM-S9088W,Asus,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"17.3"" - 18.0""",2K - 3K,240+,Windows,3.2,True,True
P0964,Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,Asus,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P0965,Laptop HP 240 G8 518V8PA,HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P0966,Laptop Lenovo IdeaPad Slim 5 14Q8X9 83HL005AVN,Lenovo,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0967,Laptop ASUS Zenbook 14 UX3405CA-PZ368WS,Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0968,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0Y4,Acer,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,False,True
P0969,MacBook Air M5 13 inch 2026 10CPU 8GPU 16GB 512GB,Apple,Office,Apple,Apple M-Series,Integrated,Intel Arc / Integrated,16.0,Unified,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,True,True
P0970,Laptop Dell 15 DC15250 79N4M,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P0971,Laptop Dell 14 DC14255 DC4AI5278W1,Dell,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,True,True
