ProductID,ProductName,Brand,Category,CPUBrand,CPUFamily,GPUType,GPUModel,RamCapacity,RamType,StorageCapacity,StorageType,DisplaySize,DisplayResolution,DisplayRefreshRate,OSFamily,DesignWeight,IsAiLaptop,IsAvailable
P0001,Laptop ASUS ExpertBook P1503CVA-C5H08-50W (Intel Core 5 Processor 210H | Intel Graphics | 15.6 inch FHD | 8GB | 512GB | Win 11 | Xám),Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.68,False,True
P0002,Laptop HP OmniBook X Flip 14-fm0088TU BZ7Q2PA (Intel Core Ultra 5 226V | 16GB | 512GB | Intel Arc | 14 inch 2K | Cám ứng | Win 11 | Office | Xanh),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,Other,Windows,,True,True
P0003,Laptop HP EliteBook 6 G1i 13 BQ9M7PT (Intel Core Ultra 7 265U | 16GB | 512GB | 13.3 inch WUXGA | Win 11 Pro | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.3,True,True
P0004,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1002PVN (Intel Core i5-13420H | 16GB | 512GB | Intel UHD | 15.1 inch WQXGA OLED 165Hz | Win 11 | Xám,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.49,False,True
P0005,Laptop Lenovo V15 G4 IRU 83A100RHVN (Intel Core i7-13620H | 16GB | 512GB | Intel UHD | 15.6 inch FHD IPS | Win 11 | Xám),Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.65,False,True
P0006,Laptop Lenovo ThinkPad P14s Gen 6 21QT005CVA (Intel core Ultra 7 255H | RTX PRO 500 BW 6GB GDDR7 | 14.5 inch WUXGA | 32GB | 512GB | NoOS | Black),Lenovo,Office,Intel,Intel Core Ultra,Dedicated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.6,True,True
P0007,Laptop Lenovo IdeaPad Slim 5 14IRH10R 83J0006EVN (Intel Core 5 210H | Integrated Intel Graphics | 14 inch WUXGA | 16GB | 512GB | Windows 11 Home | Xám),Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P0008,"Laptop Acer Gaming Nitro ProPanel ANV16S-61-R0B8 NH.QXQSV.001 (Ryzen AI 5 340 | RTX 5050 | 16"" FHD IPS 180Hz 100% sRGB | Win 11 | Đen)",Acer,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,True,True
P0009,Laptop ASUS ExpertBook P5 P5405CSA-NZ0450WS (Intel Core Ultra 5-226V | Intel Arc 130V | 14 inch WQXGA  | 16GB | 512GB | Win 11 Home | Office | Xám),Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.27,True,True
P0010,Laptop ASUS Vivobook X1404VA-EB609W (Intel Core 3 Processor 100U | 14 inch FHD 60Hz | 8GB | 512GB | Win 11 | Bạc),Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P0011,Laptop ASUS Zenbook 14 UX3405CA-ST628W (Intel Core Ultra 5 225H | Intel Arc Graphics | 14.0-inch 3K OLED | 16GB | 512GB | Windows 11 Home | Xanh),Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0012,Laptop Dell 15 DC15250 71073959 (Intel Core i7-1355U | 16GB | 512GB | Intel Graphics | 15.6 inch FHD IPS | Win 11 | OfficeHS24+365 | Bạc),Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.65,False,True
P0013,Laptop HP OmniBook 5 16-ag1069AU BZ7T1PA (AMD Ryzen AI 5 340 | AMD Radeon 840M | 16 inch WUXGA | 16 GB | 512 GB | Windows 11 Home | Office | Bạc),HP,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.79,True,True
P0014,Laptop Dell 15 DC15250 i7U161W11SLU (Intel Core i7-1355U | 16GB | 1TB | 15.6 inch FHD IPS | Win 11 | Office | Bạc),Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.65,False,True
P0015,Laptop HP VICTUS 16-r0224TX 9Q975PA (Intel Core i7-13700H | RTX 4060 8GB GDDR6 | 16.1 inch FHD | 32GB | 512GB | Windows 11 Home | Đen),HP,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.31,False,True
P0016,Laptop Lenovo ThinkPad E14 Gen 7 21SX002TVA (Intel Core Ultra 7 255H | 16GB | 1TB | Intel Arc 140T | 14 inch WUXGA 60Hz | NoOS | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.34,True,True
P0017,Laptop ASUS ROG Strix G16 G615LW-S5135W (Intel Core Ultra 9 275HX | RTX 5080 16GB | 16 inch 2.5K 240Hz | 32GB | 1TB | Win 11 | Xám),Asus,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.65,True,True
P0018,Laptop ACER Nitro V ANV15-41-R1JY NH.QPFSV.001 (Ryzen 5-6600H | RTX3050 | 15.6 inch FHD | 16GB | 512GB | Win 11 Home | Đen),Acer,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.1,False,True
P0019,Laptop Acer Aspire 7 A715-76-728X NH.QGESV.008 (Intel Core i7-12650H | 16GB | 512GB | Intel UHD | 15.6 inch FHD | Win 11 | Đen),Acer,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,2.1,False,True
P0020,Laptop Dell Inspiron 14 5441 71069158 (Snapdragon X X1-26-100 | 16GB | 512GB | Qualcomm Adreno | 14 inch FHD IPS | Win 11 | Office | Xám),Dell,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.53,True,True
P0021,Laptop HP Elitebook 630 G10 9J0B5PT (Intel Core i5-1335U | 16GB | 512GB | Intel UHD Graphics | 13.3 inch FHD | Win 11 Home | Bạc),HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.22,False,True
P0022,Laptop HP 14-ep1007TU 9Z2W1PA (Intel Core 7 150U | 16GB | 512GB | Intel Graphics | 14 inch FHD | Win 11 | Bạc),HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P0023,Laptop Lenovo ThinkPad E14 Gen 6 T 21M7004JVN (Intel Core Ultra 5 125U | 16GB | 512GB | 14 inch WUXGA | Win 11 | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.44,True,True
P0024,Laptop Asus Vivobook S14 M3407KA-SF034WS (AMD Ryzen AI 5 330 | 16GB | 512GB | AMD Radeon | 14 inch WUXGA OLED | Win 11 | Office | Bạc),Asus,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P0025,Laptop HP OmniBook 5 Flip 14-fp0057TU BZ7Q6PA (Intel Core 5 120U | 16GD5 | 512GSSD | 14.0_WUXGA IPS 300n | WL/BT | W11SL | Bạc),HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.62,False,True
P0026,Laptop HP Probook 4 G1i 16 BQ5D4PT (Intel Core Ultra 5 225U | Integrated Intel Graphics | 16 inch WUXGA | 16GB | 512GB | Windows 11 Home SL | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,1.74,True,True
P0027,Laptop ASUS ExpertBook P3605CVA-PL0042W (Intel Core i5-13420H | 16GB | 512GB | 16 inch WQXGA | Intel UHD | Windows 11 Home | Xám),Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,Windows,1.75,False,True
P0028,Laptop Asus Vivobook S 14 OLED M5406WA-PP071WS (AMD Ryzen AI 9 HX 370 | 32GB | 1TB | AMD Radeon | 14 inch 3K OLED 120Hz | Win 11 | Bạc),Asus,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.3,True,True
P0029,Laptop ASUS Vivobook S 16 S5606CA-RI114WS (Intel Core Ultra 5 225H | 16GB | 512GB | Intel Arc | 16 inch 3K OLED | Win 11 | Office | Xanh),Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.5,True,True
P0030,Laptop ASUS ROG Zephyrus G14 GA403WR-QS156WS (AMD Ryzen AI 9 HX 370 | 32GB | 1TB | 14 inch 3K OLED | RTX 5070Ti 12GB | Windows 11 Home + Office | Xám),Asus,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.57,True,True
P0031,Laptop HP Probook 4 G1i 16 BQ5E4PT (Intel Core Ultra 7 255H | Integrated Intel Arc Graphics | 16 inch WUXGA | 16GB | 512GB | Windows 11 Home SL | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,1.74,True,True
P0032,Laptop Lenovo ThinkPad T14 Gen 3 21AHS01G00 (Intel Core i5-1235U | 8GB | 256GB | Intel Iris Xe | 14 inch WUXGA IPS | NoOS | Đen),Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,256.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.21,False,True
P0033,Laptop Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 21NS010CVN (Intel Core Ultra 7 258V | Intel Arc | 14 inch 2.8K OLED | 132GB | 1TB | Win 11 Pro | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,Other,Other,Other,Windows,0.99,True,True
P0034,Laptop MSI Stealth A16 AI+ A3XWHG085VN (AMD Ryzen AI 9 HX 370 | RTX 5070 Ti 12GB GDDR7 | 16 inch QHD+ OLED | 32GB | 1TB | Fingerprint | Windows 11 Home SEA | Đen),MSI,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.1,True,True
P0035,Laptop LENOVO ThinkPad X9-15 Gen 1 21Q60054VN (Intel Core Ultra 7 258V | 32GB | 1TB | Intel Arc | 15.3 inch 2.8K OLED | Win 11 Pro | Xám),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.4,True,True
P0036,Laptop ASUS ROG Flow Z13 GZ302EAC-RU184WS (AMD Ryzen AI MAX+ 395 Processor 3.0GHz | 13.4 inch 2.5K IPS | Cảm ứng | 128GB | 1TB | Win 11 | Office),Asus,Gaming,AMD,AMD Ryzen AI,Integrated,AMD Radeon,,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,240+,Windows,1.72,True,True
P0037,Laptop HP ProBook 4 G1i -BQ5B2PT (Core Ultra 5 225U | 8GB | 512GB | Intel Graphics | 14 inch WUXGA | Win 11 | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0038,"Laptop Dell Pro 14 Essential PV14250- PV14250-150U-161TBW (Core 7 150U | 16GB | 1TB SSD | 14"" (1920x1200) |  4 Cells | Win 11 | 2Y Warranty Prosupport)",Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.56,False,True
P0039,Laptop Lenovo ThinkPad X13 Gen 6 21RK00AQVA (Intel Core Ultra 7 255H | Intel Arc | 13.3 inch WUXGA IPS | 16GB | 512GB | NoOS | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,0.93,True,True
P0040,Laptop Lenovo ThinkPad T14s Gen 5 21LS005UVA (Intel Core Ultra 7 155U | 16GB | 1TB | 14 inch WUXGA | NOOS | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.24,True,True
P0041,Laptop HP ProBook 440 G11 A74B9PT (Intel Core Ultra 5 125H | 16GB | 512GB | Intel Arc Graphics | 14 inch WUXGA | Cảm ứng | Win 11 | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0042,Laptop MSI Vector 16 HX AI A2XWIG 062VN (Intel Core Ultra 9 275HX | RTX 5080 | 16 inch QHD+ IPS 240Hz |16GB | 1TB |  Win 11 | Đen),MSI,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.7,True,True
P0043,Laptop Asus ROG Strix G16 G614JI-N4125W (Intel Core i7-13650HX | RTX 4070 8GB | 32 inch QHD+ 240Hz | 16 GB | 512GB | Win 11 | Xám),Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.5,False,True
P0044,Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN (AMD Ryzen AI 5 330 | AMD Radeon | 14 inch WUXGA OLED | 16GB | 512GB | Win 11 | Xám),Lenovo,Office,AMD,AMD Ryzen AI,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0045,Laptop ASUS Gaming V16 V3607VM-RP044W (Intel Core 7 240H | RTX 5060 8GB | 16 inch WUXGA 144Hz | 16GB | 1TB | Win 11 | Đen),Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.95,False,True
P0046,Laptop MSI VenturePro 16 AI A1VEG-003VN (Intel Core Ultra 7 155H | RTX 4050 6GB | 16 inch 2K OLED 120Hz | 16 GB | 512GB | Win 11 | Xám),MSI,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.9,True,True
P0047,Laptop LENOVO LOQ 15AHP10 83JG0047VN (AMD Ryzen 7 250 | RTX 5050 8GB GDDR7 | 15.6 inch FHD | 16GB | 512GB | Windows 11 Home Single Language | Xám),Lenovo,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,False,True
P0048,Laptop Lenovo ThinkPad  P14s Gen 5 T 21G20056VN (Intel Core Ultra 7 155H | RTX 500 Ada | 14.5 inch WUXGA IPS | 32GB | 1TB | Win 11 Pro | Đen),Lenovo,Office,Intel,Intel Core Ultra,Dedicated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.61,True,True
P0049,Laptop Lenovo Yoga Slim 7 14IMH9 83CV00AHVN (Intel Core Ultra 5 125H | 16GB | 1TB | 14 inch WUXGA | Intel Arc Graphics | Windows 11 Home Single Language + Microsoft Office Home 2024 + Microsoft 365 Basic | Xám),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0050,Laptop Dell XPS 13 9350 71058714 (Intel Core Ultra 5 226V | 16 GB | 1TB SSD | Intel Arc | 13.4 inch QHD + | Cảm ứng | Win 11 | OfficeHome24+O365),Dell,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.21,True,True
P0051,Laptop Acer Nitro ANV15-41-R732 NH.QPESV.005 (AMD Ryzen 5 6600H | RTX 4050 6GB | 15.6 inch FHD | 16GB | 512GB | Windows 11 Home SL | Đen),Acer,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.1,False,True
P0052,Laptop Lenovo ThinkPad P16v Gen 1 T 21FC004DVN (Intel Core i7-13700H | RTX A1000 6GB | 16 inch WQUXGA | 64GB | 1 TB | Win 11 Pro | Đen),Lenovo,Office,Intel,Intel Core,Dedicated,Intel Arc / Integrated,64.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",4K,60 - 90,Windows,2.2,False,True
P0053,Laptop Acer Aspire Lite 14 AL14-52M-52UU NX.J39SV.003 (Intel Core i5-1335U | Intel UHD | 14 inch 2.2K 60Hz | 16GB | 512GB | Win 11 | Bạc),Acer,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.5,False,True
P0054,Laptop LENOVO ThinkPad X9-14 Gen 1 21QA006GVN (Intel Core Ultra 5 228V | 32GB | 1TB | Intel Arc | 14 inch WUXGA OLED | Win 11 Pro | Xám),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.21,True,True
P0055,Laptop Lenovo ThinkPad X1 Carbon Gen 12 21KC008PVN (Intel Core Ultra 7 155H | 32GB | 1TB | Intel Arc | 14 inch 2.8K OLED | Win 11 Pro | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.09,True,True
P0056,Laptop HP ProBook 440 G11 A74B5PT (Intel Core Ultra 5 125U | 16GB | 512GB | 14 inch WUXGA IPS | Win 11 | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P0057,Laptop Asus ROG Zephyrus G14 GA403WM-QS051WS (AMD Ryzen AI 9 HX 370 | RTX 5060 8GB | 14 inch 3K OLED 120Hz | 32GB | 1TB | Win 11 | Office | Xám),Asus,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.5,True,True
P0058,Laptop HP OmniBook 5 Flip 14-fp0055TU BZ7Q4PA (Intel Core 7 150U | 24GB | 512GB | Intel Graphics | 14 inch WUXGA IPS | Win 11 | Bạc),HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,24.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,1.62,False,True
P0059,Laptop Acer Predator Helios Neo 16 PHN16-72-94KC NH.QNMSV.005 (Intel Core i9-14900HX |RTX 4070 8GB | 16GB | 1TB | 16 inch WQXGA | Win 11 | Đen),Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.8,False,True
P0060,Laptop HP Probook 460 G11 A74C2PT (Intel Core Ultra 7 155H | 16GB | 512GB | Intel Arc | 16 inch WUXGA | Win 11 | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,1.74,True,True
P0061,Laptop Lenovo ThinkPad E14 Gen 5 21JK00FMVN (Intel Core i7-13700H | 32GB | 1TB | Intel Iris Xe | 14 inch WUXGA | Win 11 | Đen),Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,32.0,DDR4 / LPDDR4,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.43,False,True
P0062,"Laptop ASUS ROG Strix G16 G615JHR-S5069W (Intel Core i7-14650HX | RTX 5050 8GB |  16 inch 2,5K IPS 240Hz | 32GB | 1TB | Win 11 | Xám)",Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.73,False,True
P0063,Laptop ASUS Zenbook 14 UX3405CA-ST648W (Intel Core Ultra 9 285H 2.9 GHz | Intel Arc Graphics | 14.0-inch 3K OLED | 32GB | 1TB | Windows 11 Home SL | Xanh),Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,True,True
P0064,Laptop MSI Katana 15 HX B14WGK-022VN (Intel Core i9-14900HX | RTX 5070 8GB | 15.6 inch QHD 165Hz | 32GB | 1TB | Win 11 | Đen),MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,True,True
P0065,"Laptop Acer Gaming Nitro ProPanel ANV15-52-59AA NH.QZ9SV.002 (i5-13420H | RTX 5050 | 15.6"" FHD IPS 180Hz 100% sRGB | Win 11 | Đen)",Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,False,True
P0066,Laptop MSI Prestige 13 AI Evo A1MG 240VN (Intel Core Ultra 5 125H | 13.3 inch 2.8K OLED | 32GB | 512GB | Win 11 | Trắng),MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.99,True,True
P0067,Laptop HP Probook 4 G1i 16 BQ5E6PT (Intel Core Ultra 7 255H | Integrated Intel Arc Graphics | 16 inch WUXGA Touchscreen | 16GB | 512GB | Windows 11 Home SL | Bạc),HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,1.74,True,True
P0068,Laptop Lenovo ThinkPad X13 GEN 6 21RK00ANVA (Intel Core Ultra 7 255H | Integrated Intel Arc 140T GPU | 13.3 inch WUXGA | 32GB | 1TB | NoOS | Đen),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,0.93,True,True
P0069,Laptop Lenovo IdeaPad 3 15ABA7 82RN0070VN (Ryzen 5-5625U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD | Win 11 | Xám),Lenovo,Office,AMD,AMD Ryzen,Integrated,AMD Radeon,8.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.63,False,True
P0070,Laptop Acer Swift Go 14 SFG14-73-57FZ_NX.KSGSV.001 (Intel Core Ultra 5 125H | 16GB | 512GB | Intel Arc Graphics | 14 inch 2.8K OLED | Win 11 | Bạc),Acer,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.32,True,True
P0071,Laptop Acer Gaming Nitro V 16 ProPanel ANV16-41-R6NA NH.QP0SV.001 (AMD Ryzen 7 8845HS | 16GB | 512GB | RTX 4060 8GB | 16 inch WUXGA 165Hz | Win 11 | Đen),Acer,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.5,False,True
